시도,시군구,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,노출도_점수_기여,기후위험도_점수_기여,지자체대응역량_점수_기여,인위적확산_점수_기여,축A_위험요인유형,배분갭,축B_배분적정성,정책처방
강원특별자치도,화천군,-0.7395068207894253,-0.5580430210673776,0.6820382281501977,-0.10687612252466942,-0.1805969340578187,-0.18487670519735633,-0.1395107552668444,0.17050955703754941,-0.026719030631167356,인위적확산-우세형,-4.96143530322215,부족,도로변/원목유통 관리(이동경로 차단)
강원특별자치도,횡성군,0.6761167027388937,-0.48542401195032964,0.5642676995710819,-0.5532333836738806,0.05043175167144137,0.16902917568472342,-0.12135600298758241,0.14106692489277048,-0.13830834591847016,노출도-우세형,-4.256177011708096,부족,예찰·모니터링 인프라 확충
경기도,가평군,0.4125029222756523,-0.18270581517944232,-0.26821382577137665,-0.4549908232458492,-0.12335188548025396,0.10312573056891307,-0.04567645379486058,-0.06705345644284416,-0.1137477058114623,노출도-우세형,4.45430951734054,과다,-
경기도,고양시,-1.2074780821164712,-0.9007785122586224,0.6820382281501977,-1.2910581050241428,-0.6793191178122596,-0.3018695205291178,-0.2251946280646556,0.17050955703754941,-0.3227645262560357,복합형,-3.943171536551802,부족,기본 대응체계·인력 확충
경기도,과천시,-0.702056005039278,0.33683546253702684,0.4919871942485929,-0.9911965123557561,-0.21610746515235357,-0.1755140012598195,0.08420886563425671,0.12299679856214822,-0.24779912808893903,복합형,-3.0220925086142483,적정,-
경기도,광명시,-1.2440233893941766,0.33683546253702684,0.6820382281501977,-1.0809389016767839,-0.32652215009593394,-0.31100584734854414,0.08420886563425671,0.17050955703754941,-0.27023472541919596,복합형,-4.6634931523104965,부족,기본 대응체계·인력 확충
경기도,광주시,-0.9100692032725176,-0.14859888757877826,-0.6370647179860374,-0.9252246229728461,-0.6552393579525447,-0.2275173008181294,-0.037149721894694565,-0.15926617949650934,-0.23130615574321153,복합형,9.247471566203673,과다,-
경기도,구리시,-0.8612161167340484,0.33683546253702684,0.6820382281501977,-0.32807704439221913,-0.04260486760976079,-0.2153040291835121,0.08420886563425671,0.17050955703754941,-0.08201926109805478,인위적확산-우세형,-5.243179981780924,부족,도로변/원목유통 관리(이동경로 차단)
경기도,군포시,-1.2093227967267564,0.14273300453880425,0.6820382281501977,-1.135531748941199,-0.3800208282447383,-0.3023306991816891,0.03568325113470106,0.17050955703754941,-0.2838829372352997,복합형,-4.554262467776702,부족,기본 대응체계·인력 확충
경기도,김포시,-1.3369086496365046,-1.0339570312603585,0.6820382281501977,-2.0879701799727477,-0.9441994081798533,-0.33422716240912614,-0.25848925781508963,0.17050955703754941,-0.5219925449931869,노출도-우세형,-3.402353399776791,적정,-
경기도,남양주시,-0.5834873949189097,0.33683546253702684,-0.5340671179504682,-0.3170503370409535,-0.27444234684332613,-0.14587184872972742,0.08420886563425671,-0.13351677948761706,-0.07926258426023837,복합형,7.43575471556028,과다,-
경기도,동두천시,-0.6921382359914552,-0.30229939359102526,-0.532273797296278,-0.7075924616533994,-0.5585759721330396,-0.1730345589978638,-0.07557484839775631,-0.1330684493240695,-0.17689811541334985,복합형,8.000127945052721,과다,-
경기도,부천시,-1.297521474200816,-0.437640738345558,0.6820382281501977,-0.6638246969114118,-0.42923717032689707,-0.324380368550204,-0.1094101845863895,0.17050955703754941,-0.16595617422785294,인위적확산-우세형,-4.453775223569833,부족,도로변/원목유통 관리(이동경로 차단)
경기도,성남시,-1.2206392084441657,0.24536689418192426,-0.6297660538517404,-0.4172522201996342,-0.505572647078404,-0.30515980211104143,0.061341723545481064,-0.1574415134629351,-0.10431305504990855,인위적확산-우세형,8.865820274756171,과다,-
경기도,수원시,-1.0514240134412478,0.14273300453880425,0.33716057141774103,-0.5552853784974671,-0.2817039539955423,-0.26285600336031195,0.03568325113470106,0.08429014285443526,-0.13882134462436677,복합형,-1.353769896978564,적정,-
경기도,시흥시,-1.2595665570307943,-0.437640738345558,0.6820382281501977,-0.18860430774210377,-0.3009433437420646,-0.3148916392576986,-0.1094101845863895,0.17050955703754941,-0.04715107693552594,인위적확산-우세형,-4.715718564680857,부족,도로변/원목유통 관리(이동경로 차단)
경기도,안산시,-0.8232414852783462,-0.1474538669033769,0.6820382281501977,-0.3321107758221509,-0.1551919749634191,-0.20581037131958654,-0.03686346672584422,0.17050955703754941,-0.08302769395553773,복합형,-5.013305763735507,부족,기본 대응체계·인력 확충
경기도,안성시,-0.9337653045636066,-0.2963220558514048,-0.42763399085921555,-1.1835178660417707,-0.7103098043289995,-0.23344132614090166,-0.0740805139628512,-0.10690849771480389,-0.29587946651044267,복합형,7.262253833272199,과다,-
경기도,양주시,-0.590072634656639,-0.30229939359102526,-0.30886824614743236,-0.23662696961413746,-0.3594668110023085,-0.14751815866415974,-0.07557484839775631,-0.07721706153685809,-0.059156742403534364,복합형,5.348101609604593,과다,-
경기도,양평군,-0.15429607896532158,-0.14859888757877826,-0.3264997342865387,-0.825790763570417,-0.3637963661002639,-0.038574019741330394,-0.037149721894694565,-0.08162493357163468,-0.20644769089260426,노출도-우세형,5.538997783546651,과다,-
경기도,여주시,-1.0120199409944932,-0.2963220558514048,-0.21362482494318943,-0.7227838902473791,-0.5611876780091166,-0.2530049852486233,-0.0740805139628512,-0.05340620623579736,-0.18069597256184478,복합형,4.813353937855675,과다,-
경기도,연천군,-1.2428310750955034,-0.3174256613218991,-0.5265594342300354,-0.7380233605849563,-0.7062098828080985,-0.31070776877387585,-0.07935641533047477,-0.13163985855750884,-0.18450584014623908,인위적확산-우세형,8.168943721300712,과다,-
경기도,오산시,-0.9485482263747951,0.14273300453880425,0.6820382281501977,-0.7907245519422346,-0.22862538640700691,-0.23713705659369877,0.03568325113470106,0.17050955703754941,-0.19768113798555864,복합형,-4.8633734275135865,부족,기본 대응체계·인력 확충
경기도,용인시,-0.949849209371412,-0.21755377745615725,-0.45945666377633415,-0.36329297746388084,-0.4975381570169461,-0.237462302342853,-0.054388444364039314,-0.11486416594408354,-0.09082324436597021,인위적확산-우세형,7.1500076898982705,과다,-
경기도,의왕시,-1.093176295935024,0.14273300453880425,-0.4783001016656967,-0.9042677346355089,-0.5832527819243564,-0.273294073983756,0.03568325113470106,-0.11957502541642417,-0.22606693365887723,복합형,7.504532510116238,과다,-
경기도,의정부시,-1.0034168546515896,-0.30229939359102526,0.6820382281501977,-0.05682355828550508,-0.17012539459448062,-0.2508542136628974,-0.07557484839775631,0.17050955703754941,-0.01420588957137627,인위적확산-우세형,-4.9828155216365495,부족,도로변/원목유통 관리(이동경로 차단)
경기도,이천시,-1.2280199364839088,-0.2963220558514048,-0.4479500588169188,-1.4200977900533374,-0.8480974603013925,-0.3070049841209772,-0.0740805139628512,-0.1119875147042297,-0.35502444751333434,복합형,7.742716487139763,과다,-
경기도,파주시,-1.255570994159733,-0.6297584335029461,-0.5585003054744159,-1.2014030504813928,-0.911308195904622,-0.31389274853993326,-0.15743960837573653,-0.13962507636860397,-0.3003507626203482,복합형,8.890776686662262,과다,-
경기도,평택시,-1.197982760751197,0.14273300453880425,-0.4677448318758892,-1.183639523049736,-0.6766585277845044,-0.29949569018779926,0.03568325113470106,-0.1169362079689723,-0.295909880762434,복합형,7.595951169229645,과다,-
경기도,포천시,-0.286677547340944,-0.30229939359102526,-0.4030920098019625,-0.3828873268988944,-0.34373906940820653,-0.071669386835236,-0.07557484839775631,-0.10077300245049063,-0.0957218317247236,복합형,6.260389304078778,과다,-
경기도,하남시,-1.170075698843463,0.33683546253702684,-0.5727688723593766,-0.5679467624928963,-0.49348896778967727,-0.29251892471086577,0.08420886563425671,-0.14319221808984414,-0.14198669062322408,인위적확산-우세형,8.27110380683162,과다,-
경기도,화성시,-1.1015712119452572,0.14273300453880425,-0.22508121190165623,-0.7913913281552342,-0.4938276868658358,-0.2753928029863143,0.03568325113470106,-0.056270302975414056,-0.19784783203880854,복합형,4.790359505902232,과다,-
경상남도,거제시,1.7110842724650415,1.9467562305591775,-0.340370891307941,0.45215244993061704,0.9424055154117238,0.42777106811626037,0.48668905763979436,-0.08509272282698525,0.11303811248265426,노출도-우세형,3.0104342569226343,적정,-
경상남도,거창군,1.3063396102081992,-0.7969032701063335,-0.08564415758249867,-0.38133113295434234,0.010615262391256208,0.3265849025520498,-0.1992258175265834,-0.021411039395624668,-0.09533278323858559,노출도-우세형,2.356757569255058,적정,-
경상남도,고성군,2.0176524850740356,1.248847632060362,-0.19932325582182853,0.989800550531943,1.014244352961128,0.5044131212685089,0.3122119080150905,-0.04983081395545713,0.24745013763298576,노출도-우세형,1.44897597358759,적정,-
경상남도,김해시,0.33706505306102397,0.7294424267611165,-0.41656169945107363,0.6522019331807097,0.3255369283879441,0.08426626326525599,0.18236060669027912,-0.10414042486276841,0.16305048329517743,복합형,5.032258500728897,과다,-
경상남도,남해군,1.6264794536995721,1.5588395201154028,-0.19819636096556356,0.7247808220982259,0.9279758587369092,0.40661986342489304,0.3897098800288507,-0.04954909024139089,0.18119520552455648,노출도-우세형,1.6113046904998214,적정,-
경상남도,밀양시,1.2128274377843185,0.03749093943758039,-0.45081772488187594,0.8070656952664352,0.40164158690161456,0.3032068594460796,0.009372734859395097,-0.11270443122046898,0.2017664238166088,복합형,5.214414598218768,과다,-
경상남도,사천시,1.6797938283680593,0.1341112349343275,-0.3485190971629857,0.6467124534244885,0.5280246048909724,0.41994845709201484,0.033527808733581875,-0.08712977429074642,0.16167811335612212,노출도-우세형,3.934382920813696,과다,-
경상남도,산청군,1.1990819160072625,0.12758319491033068,-0.13568208857112832,1.2009759169129273,0.5979897348148481,0.29977047900181564,0.03189579872758267,-0.03392052214278208,0.3002439792282318,복합형,1.6626019831870797,적정,-
경상남도,양산시,0.2416374023943412,1.0009784970538071,-0.34300788899076157,0.022758280350331794,0.23059157270192962,0.0604093505985853,0.2502446242634518,-0.08575197224769039,0.005689570087582948,복합형,4.487419712678132,과다,-
경상남도,의령군,2.1170738990445437,0.20570843901193525,-0.27986900972082324,0.6174989863614118,0.665103078674267,0.5292684747611359,0.05142710975298381,-0.06996725243020581,0.15437474659035294,노출도-우세형,2.967485511869503,적정,-
경상남도,진주시,1.6254836330107862,0.1341112349343275,-0.3759350208934735,0.6667321973795716,0.512598011107803,0.40637090825269656,0.033527808733581875,-0.09398375522336838,0.1666830493448929,노출도-우세형,4.242068463023648,과다,-
경상남도,창녕군,1.7194294244787487,0.03749093943758039,-0.5931496288340485,0.593589769392348,0.4393401261186571,0.4298573561196872,0.009372734859395097,-0.14828740720851213,0.148397442348087,노출도-우세형,3.6377528108210795,과다,-
경상남도,창원시,0.881380244218079,0.6425497018476282,-0.6575454448428076,0.5801610284481609,0.3616363824177651,0.22034506105451976,0.16063742546190704,-0.1643863612107019,0.14504025711204022,복합형,4.447246244874406,과다,-
경상남도,통영시,2.407464347962628,1.248847632060362,-0.3447902581141768,0.6180672092353637,0.9823972327860444,0.601866086990657,0.3122119080150905,-0.0861975645285442,0.15451680230884093,노출도-우세형,2.9699458019422966,적정,-
경상남도,하동군,1.009687931382696,0.8586986799776825,-0.5670438104120039,0.8946722939995585,0.5490037737369833,0.252421982845674,0.2146746699944206,-0.14176095260300098,0.22366807349988962,복합형,3.148856309893085,적정,-
경상남도,함안군,0.8991645011565669,0.20570843901193525,-0.3222544079031882,0.23696349053940602,0.25489550570118,0.22479112528914172,0.05142710975298381,-0.08056360197579705,0.059240872634851505,노출도-우세형,4.2271730940247,과다,-
경상남도,함양군,0.7965178455201506,-0.3151095562546935,0.1617673189696259,-0.11710755035901639,0.13151701446901665,0.19912946138003765,-0.07877738906367338,0.040441829742406475,-0.029276887589754098,노출도-우세형,-0.3901125535216545,적정,-
경상남도,합천군,2.082178938481752,0.0095754253101795,-0.37455257477322895,0.8966011686940868,0.6534507394281973,0.520544734620438,0.002393856327544875,-0.09363814369330724,0.2241502921735217,노출도-우세형,1.0095585805225626,적정,-
경상북도,경산시,0.47673654168630225,-0.048885490012786144,0.12418918856074539,-0.1953224938497415,0.08917943659613,0.11918413542157556,-0.012221372503196536,0.031047297140186347,-0.04883062346243538,노출도-우세형,0.13601254812207575,적정,-
경상북도,경주시,0.8943380103326475,-0.3366842925319085,-0.25274237859600224,0.4277679710886206,0.1831698275733393,0.22358450258316187,-0.08417107313297713,-0.06318559464900056,0.10694199277215514,복합형,3.6884758291422743,과다,-
경상북도,고령군,1.527050110601521,0.0095754253101795,0.43144547096731617,0.35419771417331875,0.5805671802630838,0.38176252765038027,0.002393856327544875,0.10786136774182904,0.08854942854332969,노출도-우세형,-3.988886309959947,부족,예찰·모니터링 인프라 확충
경상북도,구미시,0.6030633286800835,-0.12500619197124882,-0.4105207385468626,-0.3427169087280236,-0.06879512764151288,0.15076583217002087,-0.031251547992812205,-0.10263018463671565,-0.0856792271820059,노출도-우세형,5.776693522263844,과다,-
경상북도,김천시,-0.11652923006167881,-0.9582908460724537,0.5463747819198259,-0.5457707754339586,-0.2685540174120663,-0.029132307515419703,-0.23957271151811343,0.13659369547995648,-0.13644269385848964,복합형,-3.426073302863413,적정,-
경상북도,문경시,0.41370687218110774,-0.3621748392474961,0.435158490320164,-0.8106088759505065,-0.08097958817418269,0.10342671804527694,-0.09054370981187403,0.108789622580041,-0.20265221898762661,노출도-우세형,-2.6791918640020698,적정,-
경상북도,봉화군,2.254948290097303,-1.7441438975226875,-1.3326134009942372,0.30000594737268954,-0.13045076526173302,0.5637370725243257,-0.4360359743806719,-0.3331533502485593,0.07500148684317239,노출도-우세형,2.4461385507128472,적정,-
경상북도,상주시,0.1598376388676762,-0.18565226401100512,0.5318522889998331,-0.5068272325205424,-0.00019739216600958334,0.03995940971691905,-0.04641306600275128,0.13296307224995826,-0.1267068081301356,노출도-우세형,-3.828856195684308,적정,-
경상북도,성주군,0.7033511178517845,-0.12500619197124882,-1.0001404732747747,-0.13268634853968722,-0.13862047398348157,0.17583777946294613,-0.031251547992812205,-0.2500351183186937,-0.033171587134921805,노출도-우세형,-4.24491503739062,부족,예찰·모니터링 인프라 확충
경상북도,안동시,2.1454944925564963,-0.8212906166899638,-0.05766437902353494,0.10895683317139733,0.34387408250359863,0.5363736231391241,-0.20532265417249096,-0.014416094755883735,0.027239208292849332,노출도-우세형,1.4318740241432,적정,-
경상북도,영덕군,1.7965092233078455,-0.38181476554267424,-0.015317621879708568,0.5263577188248547,0.4814336386775793,0.44912730582696136,-0.09545369138566856,-0.003829405469927142,0.13158942970621368,노출도-우세형,0.7195417112040943,적정,-
경상북도,영양군,1.9012346109028575,-0.38181476554267424,0.5386194343623313,0.10579294787343556,0.5409580568989875,0.4753086527257144,-0.09545369138566856,0.13465485859058282,0.02644823696835889,노출도-우세형,-5.001386523246061,부족,예찰·모니터링 인프라 확충
경상북도,영주시,0.9541857535803882,-0.7626555572808179,0.5380923396445952,-0.714850839149595,0.003692924198642663,0.23854643839509704,-0.19066388932020448,0.1345230849111488,-0.17871270978739875,노출도-우세형,-3.8991602527365563,부족,예찰·모니터링 인프라 확충
경상북도,영천시,1.196034505994664,-0.6243586569451544,-2.0683477277120623,0.20004121955036536,-0.3241576647780468,0.299008626498666,-0.1560896642362886,-0.5170869319280156,0.05001030488759134,노출도-우세형,3.281855961765408,과다,-
경상북도,예천군,0.4040940343110409,-0.3621748392474961,-1.2510026191203951,-0.7668020418954472,-0.4939713664880743,0.10102350857776023,-0.09054370981187403,-0.3127506547800988,-0.1917005104738618,노출도-우세형,2.334004175367352,적정,-
경상북도,울릉군,-0.4695091460387902,-0.3614441871764266,0.09903187364920903,0.5289186554778029,-0.0507507010220512,-0.11737728650969755,-0.09036104679410666,0.024757968412302257,0.13222966386945073,인위적확산-우세형,-5.524135911119841,부족,도로변/원목유통 관리(이동경로 차단)
경상북도,울진군,2.7710430351681796,-0.6619227243494462,0.24968982287498567,0.7570606585585167,0.7789676980630588,0.6927607587920449,-0.16548068108736155,0.06242245571874642,0.18926516463962917,노출도-우세형,-2.6218239269076014,적정,-
경상북도,의성군,1.7587239172600453,-0.9594748481460021,0.3937473678231819,0.4362291235748111,0.40730639012800895,0.4396809793150113,-0.23986871203650054,0.09843684195579548,0.10905728089370277,노출도-우세형,-3.2533243857635514,적정,-
경상북도,청도군,1.2726965286315155,0.03749093943758039,-2.0877404450847235,0.0755496348131097,-0.17550083555062948,0.3181741321578789,0.009372734859395097,-0.5219351112711809,0.018887408703277424,노출도-우세형,3.1807851868512698,과다,-
경상북도,청송군,1.54776226690403,-1.3626956496321625,0.5429647687288494,0.37714285381680795,0.2762935599543812,0.3869405667260075,-0.3406739124080406,0.13574119218221234,0.09428571345420199,노출도-우세형,-4.504434829343035,부족,예찰·모니터링 인프라 확충
경상북도,칠곡군,0.7778953806465045,-0.12500619197124882,-2.0468313066427233,0.4766932193097018,-0.22931222466444154,0.19447384516162614,-0.031251547992812205,-0.5117078266606808,0.11917330482742546,복합형,2.8670015892050333,적정,-
경상북도,포항시,0.6579960549756415,0.33975815139567295,0.4949636510775625,0.5458502038303474,0.5096420153198061,0.16449901374391038,0.08493953784891824,0.12374091276939063,0.13646255095758686,복합형,-4.501165545295422,부족,기본 대응체계·인력 확충
광주광역시,광산구,-0.19002442835341485,0.6427738718246584,-0.23118938513728696,0.2664310691194743,0.1219977818633577,-0.04750610708835371,0.1606934679561646,-0.05779734628432174,0.06660776727986857,복합형,3.577446622846831,과다,-
광주광역시,남구,-0.62409484333233,0.6427738718246584,0.36862754009042004,0.7068610308498368,0.2735418998581463,-0.1560237108330825,0.1606934679561646,0.09215688502260501,0.1767152577124592,인위적확산-우세형,-2.7970555795445464,적정,-
광주광역시,동구,0.3279583596027445,0.6427738718246584,0.6820382281501977,0.7013327895865782,0.5885258122910447,0.08198958990068612,0.1606934679561646,0.17050955703754941,0.17533319739664455,복합형,-6.531788197559513,부족,기본 대응체계·인력 확충
광주광역시,북구,-0.23938956216174057,0.6427738718246584,0.6820382281501977,0.347194329769648,0.3581542168956909,-0.05984739054043514,0.1606934679561646,0.17050955703754941,0.086798582442412,인위적확산-우세형,-6.061428032917967,부족,도로변/원목유통 관리(이동경로 차단)
광주광역시,서구,-1.0950359956039217,0.6427738718246584,-0.421108819594669,0.49346264945261065,-0.0949770734803304,-0.27375899890098043,0.1606934679561646,-0.10527720489866725,0.12336566236315266,인위적확산-우세형,5.9383981018190255,과다,-
대구광역시,남구,0.36136672404829057,-0.048885490012786144,0.6820382281501977,0.08202519398673642,0.2691361640431096,0.09034168101207264,-0.012221372503196536,0.17050955703754941,0.020506298496684106,복합형,-5.879675825472629,부족,기본 대응체계·인력 확충
대구광역시,달서구,0.006201435709882311,-0.048885490012786144,-0.3844210939231345,0.7195886919612637,0.07312088593380635,0.0015503589274705777,-0.012221372503196536,-0.09610527348078363,0.17989717299031593,인위적확산-우세형,5.227650251957798,과다,-
대구광역시,달성군,1.0158825541633918,-0.048885490012786144,-0.43537309964976306,1.5888841223836916,0.5301270217211335,0.25397063854084795,-0.012221372503196536,-0.10884327491244077,0.3972210305959229,인위적확산-우세형,4.804129643126423,과다,-
대구광역시,동구,1.5451345194453892,-0.048885490012786144,0.6820382281501977,0.3701578232431486,0.6371112702064873,0.3862836298613473,-0.012221372503196536,0.17050955703754941,0.09253945581078715,노출도-우세형,-6.630987336867785,부족,예찰·모니터링 인프라 확충
대구광역시,북구,1.224765597166999,-0.048885490012786144,-0.43041121687604006,0.03346419852151552,0.1947332721999221,0.30619139929174977,-0.012221372503196536,-0.10760280421901001,0.00836604963037888,노출도-우세형,5.445931648057588,과다,-
대구광역시,서구,-1.1791826337006504,-0.048885490012786144,-0.5890129652517991,0.3372249880956464,-0.3699640252173973,-0.2947956584251626,-0.012221372503196536,-0.14725324131294978,0.0843062470239116,인위적확산-우세형,8.181927984191228,과다,-
대구광역시,수성구,0.12544084867823768,-0.048885490012786144,-0.29391911770236956,1.0760136315618822,0.214662468131241,0.03136021216955942,-0.012221372503196536,-0.07347977942559239,0.26900340789047056,인위적확산-우세형,4.03503868909585,과다,-
대전광역시,대덕구,-1.1721911203935702,0.3206501425828862,-0.2595652674428482,-0.03907942657564815,-0.2875464179572951,-0.29304778009839255,0.08016253564572155,-0.06489131686071205,-0.009769856643912037,인위적확산-우세형,4.707068895556708,과다,-
대전광역시,동구,-0.8580448443779177,0.3206501425828862,0.034816992344792984,-0.5109870147223272,-0.25339118104314146,-0.21451121109447943,0.08016253564572155,0.008704248086198246,-0.1277467536805818,복합형,1.7059718696370618,적정,-
대전광역시,서구,-0.8083677735264092,0.3206501425828862,-0.1947142914116209,-0.1132528181054127,-0.19892118511513915,-0.2020919433816023,0.08016253564572155,-0.04867857285290522,-0.028313204526353174,인위적확산-우세형,3.885357841719663,과다,-
대전광역시,유성구,-0.596131507125327,0.3206501425828862,-0.11371601919428347,0.22900132896452863,-0.04004901369304892,-0.14903287678133176,0.08016253564572155,-0.028429004798570866,0.05725033224113216,인위적확산-우세형,2.7413001202648237,적정,-
대전광역시,중구,-0.7418361896252289,0.3206501425828862,0.6820382281501977,-0.6208847627320218,-0.09000814540604174,-0.18545904740630723,0.08016253564572155,0.17050955703754941,-0.15522119068300544,복합형,-5.146394553392745,부족,기본 대응체계·인력 확충
부산광역시,강서구,-0.4292851995140378,0.7294424267611165,-0.2011460782480935,1.327277446119463,0.356572148779612,-0.10732129987850945,0.18236060669027912,-0.050286519562023374,0.33181936152986574,인위적확산-우세형,2.8048806224045153,적정,-
부산광역시,금정구,1.5705173065427322,1.0009784970538071,-0.28940627485175047,1.4562849476046804,0.9345936190873673,0.39262932663568306,0.2502446242634518,-0.07235156871293762,0.3640712369011701,복합형,2.5111396073618675,적정,-
부산광역시,기장군,1.079332105784931,1.0009784970538071,-0.3149008980124223,1.6879061312698969,0.8633289590240532,0.26983302644623275,0.2502446242634518,-0.07872522450310558,0.4219765328174742,인위적확산-우세형,2.9109903497811302,적정,-
부산광역시,남구,0.22667025424297568,1.1924198148432756,-0.34839793397503666,1.8583313952616416,0.7322558825932141,0.05666756356074392,0.2981049537108189,-0.08709948349375916,0.4645828488154104,인위적확산-우세형,3.5133817726778407,과다,-
부산광역시,동구,-0.10251881174270593,1.1924198148432756,-0.19010413206509744,0.48814775444762054,0.3469861563707732,-0.02562970293567648,0.2981049537108189,-0.04752603301627436,0.12203693861190514,인위적확산-우세형,2.716635417192437,적정,-
부산광역시,동래구,0.33956454408665726,1.1924198148432756,-0.1847766932990423,1.005276791022265,0.5881211141632889,0.08489113602166432,0.2981049537108189,-0.04619417332476058,0.25131919775556627,인위적확산-우세형,2.1656686654008235,적정,-
부산광역시,부산진구,0.028676645092218178,1.1924198148432756,-0.25366902802681984,0.7401894027221264,0.4269042086577001,0.0071691612730545445,0.2981049537108189,-0.06341725700670496,0.1850473506805316,인위적확산-우세형,3.191746686840909,과다,-
부산광역시,북구,0.8836303053000387,1.1924198148432756,-0.06829031797028094,0.8176523518070794,0.7063530384950282,0.22090757632500968,0.2981049537108189,-0.017072579492570236,0.20441308795176985,복합형,0.7707706613413068,적정,-
부산광역시,사상구,0.1820008457379373,1.1924198148432756,-0.14359465574096306,0.8056865257906063,0.5091281326577141,0.04550021143448432,0.2981049537108189,-0.035898663935240764,0.20142163144765157,인위적확산-우세형,1.9196543374016182,적정,-
부산광역시,사하구,-0.2506455572598212,1.1924198148432756,-0.2954880579512804,1.321871455455981,0.49203941377203875,-0.0626613893149553,0.2981049537108189,-0.0738720144878201,0.33046786386399524,인위적확산-우세형,3.4765081042468715,과다,-
